subj,item,type,pos,word,correct,rt,region,type2
6,6,obj-ext,6,邀請,NA,729,de1,object relative
6,8,obj-ext,6,推,NA,936,de1,object relative
6,7,subj-ext,6,男孩,NA,1747,de1,subject relative
6,9,subj-ext,6,職業殺手,NA,1780,de1,subject relative
6,16,obj-ext,6,訪問,NA,1182,de1,object relative
6,4,obj-ext,6,打,NA,1416,de1,object relative
6,3,subj-ext,6,高中女學生,NA,1017,de1,subject relative
6,11,subj-ext,6,教練,NA,1248,de1,subject relative
6,15,subj-ext,6,導演,NA,1295,de1,subject relative
6,13,subj-ext,6,女人,NA,842,de1,subject relative
6,5,subj-ext,6,休旅車,NA,838,de1,subject relative
6,2,obj-ext,6,追,NA,1449,de1,object relative
6,10,obj-ext,6,抱怨,NA,693,de1,object relative
6,14,obj-ext,6,約,NA,957,de1,object relative
7,2,subj-ext,6,重型機車,NA,1173,de1,subject relative
7,6,subj-ext,6,男孩,NA,2649,de1,subject relative
7,1,obj-ext,6,揍,NA,1020,de1,object relative
7,8,subj-ext,6,職業選手,NA,2047,de1,subject relative
7,11,obj-ext,6,揍,NA,820,de1,object relative
7,4,subj-ext,6,男孩,NA,610,de1,subject relative
7,10,subj-ext,6,房東,NA,1389,de1,subject relative
7,7,obj-ext,6,救,NA,579,de1,object relative
7,15,obj-ext,6,讚美,NA,822,de1,object relative
7,16,subj-ext,6,作家,NA,892,de1,subject relative
7,9,obj-ext,6,監視,NA,1180,de1,object relative
7,13,obj-ext,6,抓住,NA,828,de1,object relative
7,3,obj-ext,6,推,NA,916,de1,object relative
7,14,subj-ext,6,機師,NA,692,de1,subject relative
7,5,obj-ext,6,撞,NA,588,de1,object relative
8,6,obj-ext,6,邀請,NA,841,de1,object relative
8,13,subj-ext,6,女人,NA,867,de1,subject relative
8,16,obj-ext,6,訪問,NA,1429,de1,object relative
8,8,obj-ext,6,推,NA,966,de1,object relative
8,9,subj-ext,6,職業殺手,NA,2217,de1,subject relative
8,10,obj-ext,6,抱怨,NA,888,de1,object relative
8,5,subj-ext,6,休旅車,NA,851,de1,subject relative
8,2,obj-ext,6,追,NA,913,de1,object relative
8,11,subj-ext,6,教練,NA,1454,de1,subject relative
8,7,subj-ext,6,男孩,NA,548,de1,subject relative
8,3,subj-ext,6,高中女學生,NA,774,de1,subject relative
8,14,obj-ext,6,約,NA,718,de1,object relative
8,4,obj-ext,6,打,NA,1111,de1,object relative
8,1,subj-ext,6,酒吧少爺,NA,795,de1,subject relative
8,15,subj-ext,6,導演,NA,590,de1,subject relative
9,10,subj-ext,6,房東,NA,1646,de1,subject relative
9,2,subj-ext,6,重型機車,NA,1533,de1,subject relative
9,3,obj-ext,6,推,NA,1044,de1,object relative
9,14,subj-ext,6,機師,NA,708,de1,subject relative
9,13,obj-ext,6,抓住,NA,740,de1,object relative
9,4,subj-ext,6,男孩,NA,860,de1,subject relative
9,5,obj-ext,6,撞,NA,796,de1,object relative
9,1,obj-ext,6,揍,NA,1028,de1,object relative
9,9,obj-ext,6,監視,NA,1165,de1,object relative
9,6,subj-ext,6,男孩,NA,700,de1,subject relative
9,15,obj-ext,6,讚美,NA,844,de1,object relative
9,16,subj-ext,6,作家,NA,1100,de1,subject relative
9,7,obj-ext,6,救,NA,699,de1,object relative
9,8,subj-ext,6,職業選手,NA,660,de1,subject relative
9,11,obj-ext,6,揍,NA,1125,de1,object relative
1,13,obj-ext,7,的,NA,438,de,object relative
1,6,subj-ext,7,的,NA,462,de,subject relative
1,5,obj-ext,7,的,NA,335,de,object relative
1,9,obj-ext,7,的,NA,317,de,object relative
1,14,subj-ext,7,的,NA,286,de,subject relative
1,4,subj-ext,7,的,NA,262,de,subject relative
1,8,subj-ext,7,的,NA,358,de,subject relative
1,10,subj-ext,7,的,NA,261,de,subject relative
1,2,subj-ext,7,的,NA,919,de,subject relative
1,11,obj-ext,7,的,NA,398,de,object relative
1,7,obj-ext,7,的,NA,350,de,object relative
1,3,obj-ext,7,的,NA,285,de,object relative
1,16,subj-ext,7,的,NA,446,de,subject relative
1,15,obj-ext,7,的,NA,246,de,object relative
1,1,obj-ext,7,的,NA,237,de,object relative
11,5,obj-ext,7,的,NA,370,de,object relative
11,13,obj-ext,7,的,NA,382,de,object relative
11,6,subj-ext,7,的,NA,526,de,subject relative
11,11,obj-ext,7,的,NA,502,de,object relative
11,8,subj-ext,7,的,NA,390,de,subject relative
11,2,subj-ext,7,的,NA,823,de,subject relative
11,10,subj-ext,7,的,NA,430,de,subject relative
11,9,obj-ext,7,的,NA,534,de,object relative
11,16,subj-ext,7,的,NA,358,de,subject relative
11,3,obj-ext,7,的,NA,478,de,object relative
11,15,obj-ext,7,的,NA,388,de,object relative
11,4,subj-ext,7,的,NA,446,de,subject relative
11,1,obj-ext,7,的,NA,326,de,object relative
11,14,subj-ext,7,的,NA,318,de,subject relative
11,7,obj-ext,7,的,NA,350,de,object relative
12,11,subj-ext,7,的,NA,607,de,subject relative
12,10,obj-ext,7,的,NA,583,de,object relative
12,4,obj-ext,7,的,NA,731,de,object relative
12,16,obj-ext,7,的,NA,599,de,object relative
12,13,subj-ext,7,的,NA,785,de,subject relative
12,8,obj-ext,7,的,NA,647,de,object relative
12,2,obj-ext,7,的,NA,582,de,object relative
12,5,subj-ext,7,的,NA,596,de,subject relative
12,15,subj-ext,7,的,NA,1041,de,subject relative
12,14,obj-ext,7,的,NA,1249,de,object relative
12,3,subj-ext,7,的,NA,532,de,subject relative
12,6,obj-ext,7,的,NA,725,de,object relative
12,1,subj-ext,7,的,NA,630,de,subject relative
12,9,subj-ext,7,的,NA,543,de,subject relative
12,7,subj-ext,7,的,NA,582,de,subject relative
14,4,obj-ext,7,的,NA,631,de,object relative
14,1,subj-ext,7,的,NA,2122,de,subject relative
14,6,obj-ext,7,的,NA,566,de,object relative
14,13,subj-ext,7,的,NA,775,de,subject relative
14,11,subj-ext,7,的,NA,871,de,subject relative
14,9,subj-ext,7,的,NA,534,de,subject relative
14,15,subj-ext,7,的,NA,414,de,subject relative
14,2,obj-ext,7,的,NA,550,de,object relative
14,7,subj-ext,7,的,NA,517,de,subject relative
14,5,subj-ext,7,的,NA,398,de,subject relative
14,16,obj-ext,7,的,NA,382,de,object relative
14,14,obj-ext,7,的,NA,919,de,object relative
14,10,obj-ext,7,的,NA,293,de,object relative
14,8,obj-ext,7,的,NA,542,de,object relative
14,3,subj-ext,7,的,NA,630,de,subject relative
15,9,obj-ext,7,的,NA,460,de,object relative
15,6,subj-ext,7,的,NA,397,de,subject relative
15,3,obj-ext,7,的,NA,892,de,object relative
15,4,subj-ext,7,的,NA,433,de,subject relative
15,7,obj-ext,7,的,NA,328,de,object relative
15,13,obj-ext,7,的,NA,322,de,object relative
15,1,obj-ext,7,的,NA,285,de,object relative
15,15,obj-ext,7,的,NA,340,de,object relative
15,11,obj-ext,7,的,NA,287,de,object relative
15,14,subj-ext,7,的,NA,609,de,subject relative
15,5,obj-ext,7,的,NA,434,de,object relative
15,2,subj-ext,7,的,NA,314,de,subject relative
15,10,subj-ext,7,的,NA,934,de,subject relative
15,16,subj-ext,7,的,NA,743,de,subject relative
15,8,subj-ext,7,的,NA,284,de,subject relative
16,16,obj-ext,7,的,NA,416,de,object relative
16,2,obj-ext,7,的,NA,349,de,object relative
16,13,subj-ext,7,的,NA,339,de,subject relative
16,15,subj-ext,7,的,NA,357,de,subject relative
16,5,subj-ext,7,的,NA,405,de,subject relative
16,8,obj-ext,7,的,NA,331,de,object relative
16,4,obj-ext,7,的,NA,294,de,object relative
16,1,subj-ext,7,的,NA,448,de,subject relative
16,9,subj-ext,7,的,NA,493,de,subject relative
16,14,obj-ext,7,的,NA,266,de,object relative
16,11,subj-ext,7,的,NA,317,de,subject relative
16,3,subj-ext,7,的,NA,436,de,subject relative
16,7,subj-ext,7,的,NA,344,de,subject relative
16,10,obj-ext,7,的,NA,383,de,object relative
16,6,obj-ext,7,的,NA,316,de,object relative
17,16,subj-ext,7,的,NA,593,de,subject relative
17,5,obj-ext,7,的,NA,537,de,object relative
17,6,subj-ext,7,的,NA,599,de,subject relative
17,7,obj-ext,7,的,NA,517,de,object relative
17,2,subj-ext,7,的,NA,372,de,subject relative
17,10,subj-ext,7,的,NA,736,de,subject relative
17,3,obj-ext,7,的,NA,532,de,object relative
17,8,subj-ext,7,的,NA,508,de,subject relative
17,14,subj-ext,7,的,NA,360,de,subject relative
17,15,obj-ext,7,的,NA,455,de,object relative
17,9,obj-ext,7,的,NA,501,de,object relative
17,13,obj-ext,7,的,NA,488,de,object relative
17,1,obj-ext,7,的,NA,428,de,object relative
17,11,obj-ext,7,的,NA,466,de,object relative
17,4,subj-ext,7,的,NA,990,de,subject relative
18,1,subj-ext,7,的,NA,342,de,subject relative
18,11,subj-ext,7,的,NA,350,de,subject relative
18,15,subj-ext,7,的,NA,373,de,subject relative
18,5,subj-ext,7,的,NA,550,de,subject relative
18,3,subj-ext,7,的,NA,406,de,subject relative
18,8,obj-ext,7,的,NA,374,de,object relative
18,14,obj-ext,7,的,NA,342,de,object relative
18,10,obj-ext,7,的,NA,334,de,object relative
18,6,obj-ext,7,的,NA,422,de,object relative
18,4,obj-ext,7,的,NA,270,de,object relative
18,9,subj-ext,7,的,NA,350,de,subject relative
18,16,obj-ext,7,的,NA,294,de,object relative
18,2,obj-ext,7,的,NA,286,de,object relative
18,13,subj-ext,7,的,NA,422,de,subject relative
18,7,subj-ext,7,的,NA,262,de,subject relative
19,7,obj-ext,7,的,NA,287,de,object relative
19,13,obj-ext,7,的,NA,220,de,object relative
19,10,subj-ext,7,的,NA,201,de,subject relative
19,9,obj-ext,7,的,NA,206,de,object relative
19,5,obj-ext,7,的,NA,249,de,object relative
19,2,subj-ext,7,的,NA,336,de,subject relative
19,16,subj-ext,7,的,NA,283,de,subject relative
19,3,obj-ext,7,的,NA,240,de,object relative
19,11,obj-ext,7,的,NA,177,de,object relative
19,1,obj-ext,7,的,NA,201,de,object relative
19,6,subj-ext,7,的,NA,183,de,subject relative
19,4,subj-ext,7,的,NA,167,de,subject relative
19,8,subj-ext,7,的,NA,194,de,subject relative
19,14,subj-ext,7,的,NA,242,de,subject relative
19,15,obj-ext,7,的,NA,186,de,object relative
2,6,obj-ext,7,的,NA,341,de,object relative
2,15,subj-ext,7,的,NA,334,de,subject relative
2,11,subj-ext,7,的,NA,254,de,subject relative
2,5,subj-ext,7,的,NA,366,de,subject relative
2,16,obj-ext,7,的,NA,333,de,object relative
2,13,subj-ext,7,的,NA,294,de,subject relative
2,14,obj-ext,7,的,NA,318,de,object relative
2,3,subj-ext,7,的,NA,318,de,subject relative
2,8,obj-ext,7,的,NA,871,de,object relative
2,2,obj-ext,7,的,NA,318,de,object relative
2,9,subj-ext,7,的,NA,678,de,subject relative
2,10,obj-ext,7,的,NA,253,de,object relative
2,7,subj-ext,7,的,NA,270,de,subject relative
2,1,subj-ext,7,的,NA,253,de,subject relative
2,4,obj-ext,7,的,NA,406,de,object relative
20,10,obj-ext,7,的,NA,533,de,object relative
20,1,subj-ext,7,的,NA,317,de,subject relative
20,3,subj-ext,7,的,NA,298,de,subject relative
20,6,obj-ext,7,的,NA,274,de,object relative
20,16,obj-ext,7,的,NA,319,de,object relative
20,8,obj-ext,7,的,NA,514,de,object relative
20,4,obj-ext,7,的,NA,236,de,object relative
20,14,obj-ext,7,的,NA,242,de,object relative
20,5,subj-ext,7,的,NA,390,de,subject relative
20,7,subj-ext,7,的,NA,285,de,subject relative
20,15,subj-ext,7,的,NA,281,de,subject relative
20,11,subj-ext,7,的,NA,229,de,subject relative
20,13,subj-ext,7,的,NA,265,de,subject relative
20,2,obj-ext,7,的,NA,262,de,object relative
20,9,subj-ext,7,的,NA,236,de,subject relative
21,9,obj-ext,7,的,NA,301,de,object relative
21,7,obj-ext,7,的,NA,366,de,object relative
21,11,obj-ext,7,的,NA,454,de,object relative
21,13,obj-ext,7,的,NA,358,de,object relative
21,5,obj-ext,7,的,NA,326,de,object relative
21,4,subj-ext,7,的,NA,374,de,subject relative
21,10,subj-ext,7,的,NA,1472,de,subject relative
21,8,subj-ext,7,的,NA,278,de,subject relative
21,2,subj-ext,7,的,NA,334,de,subject relative
21,6,subj-ext,7,的,NA,229,de,subject relative
21,1,obj-ext,7,的,NA,278,de,object relative
21,16,subj-ext,7,的,NA,743,de,subject relative
21,3,obj-ext,7,的,NA,229,de,object relative
21,14,subj-ext,7,的,NA,253,de,subject relative
21,15,obj-ext,7,的,NA,269,de,object relative
22,13,subj-ext,7,的,NA,474,de,subject relative
22,11,subj-ext,7,的,NA,488,de,subject relative
22,3,subj-ext,7,的,NA,544,de,subject relative
22,6,obj-ext,7,的,NA,347,de,object relative
22,2,obj-ext,7,的,NA,432,de,object relative
22,16,obj-ext,7,的,NA,445,de,object relative
22,4,obj-ext,7,的,NA,649,de,object relative
22,10,obj-ext,7,的,NA,453,de,object relative
22,5,subj-ext,7,的,NA,501,de,subject relative
22,7,subj-ext,7,的,NA,479,de,subject relative
22,14,obj-ext,7,的,NA,1099,de,object relative
22,1,subj-ext,7,的,NA,477,de,subject relative
22,15,subj-ext,7,的,NA,358,de,subject relative
22,9,subj-ext,7,的,NA,428,de,subject relative
22,8,obj-ext,7,的,NA,2378,de,object relative
23,5,obj-ext,7,的,NA,406,de,object relative
23,11,obj-ext,7,的,NA,406,de,object relative
23,1,obj-ext,7,的,NA,502,de,object relative
23,3,obj-ext,7,的,NA,382,de,object relative
23,4,subj-ext,7,的,NA,1729,de,subject relative
23,16,subj-ext,7,的,NA,437,de,subject relative
23,15,obj-ext,7,的,NA,390,de,object relative
23,9,obj-ext,7,的,NA,1128,de,object relative
23,8,subj-ext,7,的,NA,486,de,subject relative
23,2,subj-ext,7,的,NA,350,de,subject relative
23,10,subj-ext,7,的,NA,358,de,subject relative
23,6,subj-ext,7,的,NA,470,de,subject relative
23,13,obj-ext,7,的,NA,326,de,object relative
23,7,obj-ext,7,的,NA,326,de,object relative
23,14,subj-ext,7,的,NA,237,de,subject relative
24,5,subj-ext,7,的,NA,533,de,subject relative
24,16,obj-ext,7,的,NA,357,de,object relative
24,14,obj-ext,7,的,NA,347,de,object relative
24,8,obj-ext,7,的,NA,2183,de,object relative
24,1,subj-ext,7,的,NA,449,de,subject relative
24,15,subj-ext,7,的,NA,927,de,subject relative
24,11,subj-ext,7,的,NA,409,de,subject relative
24,7,subj-ext,7,的,NA,349,de,subject relative
24,6,obj-ext,7,的,NA,465,de,object relative
24,10,obj-ext,7,的,NA,429,de,object relative
24,13,subj-ext,7,的,NA,1673,de,subject relative
24,2,obj-ext,7,的,NA,428,de,object relative
24,4,obj-ext,7,的,NA,438,de,object relative
24,9,subj-ext,7,的,NA,833,de,subject relative
24,3,subj-ext,7,的,NA,378,de,subject relative
26,16,obj-ext,7,的,NA,526,de,object relative
26,3,subj-ext,7,的,NA,639,de,subject relative
26,15,subj-ext,7,的,NA,366,de,subject relative
26,4,obj-ext,7,的,NA,366,de,object relative
26,8,obj-ext,7,的,NA,366,de,object relative
26,6,obj-ext,7,的,NA,342,de,object relative
26,11,subj-ext,7,的,NA,374,de,subject relative
26,1,subj-ext,7,的,NA,366,de,subject relative
26,2,obj-ext,7,的,NA,759,de,object relative
26,13,subj-ext,7,的,NA,462,de,subject relative
26,10,obj-ext,7,的,NA,342,de,object relative
26,7,subj-ext,7,的,NA,342,de,subject relative
26,9,subj-ext,7,的,NA,358,de,subject relative
26,5,subj-ext,7,的,NA,350,de,subject relative
26,14,obj-ext,7,的,NA,318,de,object relative
27,3,obj-ext,7,的,NA,279,de,object relative
27,8,subj-ext,7,的,NA,389,de,subject relative
27,16,subj-ext,7,的,NA,344,de,subject relative
27,9,obj-ext,7,的,NA,285,de,object relative
27,1,obj-ext,7,的,NA,1170,de,object relative
27,15,obj-ext,7,的,NA,521,de,object relative
27,13,obj-ext,7,的,NA,391,de,object relative
28,11,subj-ext,7,的,NA,382,de,subject relative
28,13,subj-ext,7,的,NA,334,de,subject relative
28,8,obj-ext,7,的,NA,1015,de,object relative
28,9,subj-ext,7,的,NA,751,de,subject relative
28,3,subj-ext,7,的,NA,350,de,subject relative
28,4,obj-ext,7,的,NA,270,de,object relative
28,6,obj-ext,7,的,NA,318,de,object relative
28,7,subj-ext,7,的,NA,238,de,subject relative
28,16,obj-ext,7,的,NA,559,de,object relative
28,2,obj-ext,7,的,NA,1512,de,object relative
28,14,obj-ext,7,的,NA,262,de,object relative
28,15,subj-ext,7,的,NA,326,de,subject relative
28,10,obj-ext,7,的,NA,703,de,object relative
28,5,subj-ext,7,的,NA,414,de,subject relative
28,1,subj-ext,7,的,NA,2836,de,subject relative
29,3,obj-ext,7,的,NA,334,de,object relative
29,5,obj-ext,7,的,NA,294,de,object relative
29,11,obj-ext,7,的,NA,222,de,object relative
29,1,obj-ext,7,的,NA,318,de,object relative
29,8,subj-ext,7,的,NA,326,de,subject relative
29,13,obj-ext,7,的,NA,334,de,object relative
29,6,subj-ext,7,的,NA,374,de,subject relative
29,7,obj-ext,7,的,NA,246,de,object relative
29,10,subj-ext,7,的,NA,382,de,subject relative
29,16,subj-ext,7,的,NA,358,de,subject relative
29,15,obj-ext,7,的,NA,310,de,object relative
29,2,subj-ext,7,的,NA,206,de,subject relative
29,9,obj-ext,7,的,NA,165,de,object relative
29,4,subj-ext,7,的,NA,197,de,subject relative
29,14,subj-ext,7,的,NA,318,de,subject relative
3,10,subj-ext,7,的,NA,491,de,subject relative
3,14,subj-ext,7,的,NA,1205,de,subject relative
3,5,obj-ext,7,的,NA,292,de,object relative
3,11,obj-ext,7,的,NA,373,de,object relative
3,16,subj-ext,7,的,NA,418,de,subject relative
3,6,subj-ext,7,的,NA,341,de,subject relative
3,8,subj-ext,7,的,NA,1238,de,subject relative
3,9,obj-ext,7,的,NA,745,de,object relative
3,13,obj-ext,7,的,NA,318,de,object relative
3,1,obj-ext,7,的,NA,293,de,object relative
3,7,obj-ext,7,的,NA,344,de,object relative
3,3,obj-ext,7,的,NA,600,de,object relative
3,2,subj-ext,7,的,NA,451,de,subject relative
3,15,obj-ext,7,的,NA,375,de,object relative
3,4,subj-ext,7,的,NA,281,de,subject relative
30,2,obj-ext,7,的,NA,371,de,object relative
30,11,subj-ext,7,的,NA,307,de,subject relative
30,6,obj-ext,7,的,NA,336,de,object relative
30,10,obj-ext,7,的,NA,385,de,object relative
30,15,subj-ext,7,的,NA,453,de,subject relative
30,5,subj-ext,7,的,NA,486,de,subject relative
30,16,obj-ext,7,的,NA,468,de,object relative
30,3,subj-ext,7,的,NA,375,de,subject relative
30,13,subj-ext,7,的,NA,283,de,subject relative
30,7,subj-ext,7,的,NA,259,de,subject relative
30,8,obj-ext,7,的,NA,359,de,object relative
30,9,subj-ext,7,的,NA,452,de,subject relative
30,1,subj-ext,7,的,NA,715,de,subject relative
30,14,obj-ext,7,的,NA,260,de,object relative
30,4,obj-ext,7,的,NA,243,de,object relative
31,16,subj-ext,7,的,NA,542,de,subject relative
31,10,subj-ext,7,的,NA,366,de,subject relative
31,6,subj-ext,7,的,NA,390,de,subject relative
31,15,obj-ext,7,的,NA,302,de,object relative
31,2,subj-ext,7,的,NA,438,de,subject relative
31,7,obj-ext,7,的,NA,262,de,object relative
31,11,obj-ext,7,的,NA,342,de,object relative
31,1,obj-ext,7,的,NA,302,de,object relative
31,14,subj-ext,7,的,NA,350,de,subject relative
31,3,obj-ext,7,的,NA,262,de,object relative
31,8,subj-ext,7,的,NA,334,de,subject relative
31,13,obj-ext,7,的,NA,262,de,object relative
31,9,obj-ext,7,的,NA,189,de,object relative
31,5,obj-ext,7,的,NA,382,de,object relative
31,4,subj-ext,7,的,NA,245,de,subject relative
32,9,subj-ext,7,的,NA,551,de,subject relative
32,3,subj-ext,7,的,NA,513,de,subject relative
32,15,subj-ext,7,的,NA,292,de,subject relative
32,8,obj-ext,7,的,NA,372,de,object relative
32,16,obj-ext,7,的,NA,305,de,object relative
32,7,subj-ext,7,的,NA,267,de,subject relative
32,10,obj-ext,7,的,NA,358,de,object relative
32,6,obj-ext,7,的,NA,390,de,object relative
32,5,subj-ext,7,的,NA,319,de,subject relative
32,1,subj-ext,7,的,NA,483,de,subject relative
32,11,subj-ext,7,的,NA,234,de,subject relative
32,13,subj-ext,7,的,NA,382,de,subject relative
32,2,obj-ext,7,的,NA,377,de,object relative
32,4,obj-ext,7,的,NA,220,de,object relative
32,14,obj-ext,7,的,NA,282,de,object relative
33,15,obj-ext,7,的,NA,318,de,object relative
33,4,subj-ext,7,的,NA,510,de,subject relative
33,3,obj-ext,7,的,NA,254,de,object relative
33,7,obj-ext,7,的,NA,294,de,object relative
33,5,obj-ext,7,的,NA,310,de,object relative
33,10,subj-ext,7,的,NA,326,de,subject relative
33,6,subj-ext,7,的,NA,334,de,subject relative
33,2,subj-ext,7,的,NA,265,de,subject relative
33,1,obj-ext,7,的,NA,286,de,object relative
33,16,subj-ext,7,的,NA,664,de,subject relative
33,13,obj-ext,7,的,NA,324,de,object relative
33,9,obj-ext,7,的,NA,299,de,object relative
33,8,subj-ext,7,的,NA,372,de,subject relative
33,11,obj-ext,7,的,NA,276,de,object relative
33,14,subj-ext,7,的,NA,278,de,subject relative
34,4,obj-ext,7,的,NA,317,de,object relative
34,1,subj-ext,7,的,NA,1312,de,subject relative
34,6,obj-ext,7,的,NA,364,de,object relative
34,14,obj-ext,7,的,NA,342,de,object relative
34,11,subj-ext,7,的,NA,349,de,subject relative
34,10,obj-ext,7,的,NA,1488,de,object relative
34,2,obj-ext,7,的,NA,357,de,object relative
34,15,subj-ext,7,的,NA,321,de,subject relative
34,9,subj-ext,7,的,NA,298,de,subject relative
34,5,subj-ext,7,的,NA,1393,de,subject relative
34,13,subj-ext,7,的,NA,1169,de,subject relative
34,3,subj-ext,7,的,NA,358,de,subject relative
34,16,obj-ext,7,的,NA,906,de,object relative
34,8,obj-ext,7,的,NA,383,de,object relative
34,7,subj-ext,7,的,NA,462,de,subject relative
35,16,subj-ext,7,的,NA,406,de,subject relative
35,2,subj-ext,7,的,NA,438,de,subject relative
35,8,subj-ext,7,的,NA,302,de,subject relative
35,5,obj-ext,7,的,NA,350,de,object relative
35,4,subj-ext,7,的,NA,286,de,subject relative
35,13,obj-ext,7,的,NA,382,de,object relative
35,1,obj-ext,7,的,NA,398,de,object relative
35,14,subj-ext,7,的,NA,406,de,subject relative
35,7,obj-ext,7,的,NA,366,de,object relative
35,3,obj-ext,7,的,NA,534,de,object relative
35,11,obj-ext,7,的,NA,350,de,object relative
35,10,subj-ext,7,的,NA,334,de,subject relative
35,9,obj-ext,7,的,NA,302,de,object relative
35,6,subj-ext,7,的,NA,334,de,subject relative
35,15,obj-ext,7,的,NA,863,de,object relative
36,2,obj-ext,7,的,NA,342,de,object relative
36,11,subj-ext,7,的,NA,318,de,subject relative
36,15,subj-ext,7,的,NA,305,de,subject relative
36,5,subj-ext,7,的,NA,549,de,subject relative
36,16,obj-ext,7,的,NA,983,de,object relative
36,14,obj-ext,7,的,NA,292,de,object relative
36,3,subj-ext,7,的,NA,681,de,subject relative
36,8,obj-ext,7,的,NA,313,de,object relative
36,1,subj-ext,7,的,NA,447,de,subject relative
36,13,subj-ext,7,的,NA,346,de,subject relative
36,9,subj-ext,7,的,NA,291,de,subject relative
36,10,obj-ext,7,的,NA,286,de,object relative
36,4,obj-ext,7,的,NA,217,de,object relative
36,6,obj-ext,7,的,NA,262,de,object relative
36,7,subj-ext,7,的,NA,293,de,subject relative
37,14,subj-ext,7,的,NA,566,de,subject relative
37,6,subj-ext,7,的,NA,879,de,subject relative
37,8,subj-ext,7,的,NA,871,de,subject relative
37,16,subj-ext,7,的,NA,446,de,subject relative
37,11,obj-ext,7,的,NA,654,de,object relative
37,5,obj-ext,7,的,NA,999,de,object relative
37,7,obj-ext,7,的,NA,574,de,object relative
37,3,obj-ext,7,的,NA,558,de,object relative
37,4,subj-ext,7,的,NA,558,de,subject relative
37,9,obj-ext,7,的,NA,430,de,object relative
37,13,obj-ext,7,的,NA,566,de,object relative
37,15,obj-ext,7,的,NA,470,de,object relative
37,1,obj-ext,7,的,NA,414,de,object relative
37,10,subj-ext,7,的,NA,526,de,subject relative
37,2,subj-ext,7,的,NA,470,de,subject relative
38,16,subj-ext,7,的,NA,286,de,subject relative
38,2,subj-ext,7,的,NA,382,de,subject relative
38,10,subj-ext,7,的,NA,501,de,subject relative
38,15,obj-ext,7,的,NA,390,de,object relative
38,4,subj-ext,7,的,NA,270,de,subject relative
38,13,obj-ext,7,的,NA,238,de,object relative
38,6,subj-ext,7,的,NA,238,de,subject relative
38,9,obj-ext,7,的,NA,326,de,object relative
38,8,subj-ext,7,的,NA,286,de,subject relative
38,1,obj-ext,7,的,NA,230,de,object relative
38,7,obj-ext,7,的,NA,276,de,object relative
38,11,obj-ext,7,的,NA,310,de,object relative
38,3,obj-ext,7,的,NA,222,de,object relative
38,5,obj-ext,7,的,NA,390,de,object relative
38,14,subj-ext,7,的,NA,398,de,subject relative
39,2,subj-ext,7,的,NA,340,de,subject relative
39,16,subj-ext,7,的,NA,286,de,subject relative
39,7,obj-ext,7,的,NA,286,de,object relative
39,13,obj-ext,7,的,NA,302,de,object relative
39,6,subj-ext,7,的,NA,3510,de,subject relative
39,5,obj-ext,7,的,NA,253,de,object relative
39,10,subj-ext,7,的,NA,222,de,subject relative
39,11,obj-ext,7,的,NA,214,de,object relative
39,9,obj-ext,7,的,NA,326,de,object relative
39,15,obj-ext,7,的,NA,478,de,object relative
39,14,subj-ext,7,的,NA,270,de,subject relative
39,1,obj-ext,7,的,NA,358,de,object relative
39,3,obj-ext,7,的,NA,246,de,object relative
39,4,subj-ext,7,的,NA,230,de,subject relative
39,8,subj-ext,7,的,NA,230,de,subject relative
4,9,subj-ext,7,的,NA,390,de,subject relative
4,8,obj-ext,7,的,NA,374,de,object relative
4,1,subj-ext,7,的,NA,382,de,subject relative
4,3,subj-ext,7,的,NA,286,de,subject relative
4,6,obj-ext,7,的,NA,355,de,object relative
4,2,obj-ext,7,的,NA,470,de,object relative
4,4,obj-ext,7,的,NA,390,de,object relative
4,16,obj-ext,7,的,NA,374,de,object relative
4,11,subj-ext,7,的,NA,334,de,subject relative
4,10,obj-ext,7,的,NA,334,de,object relative
4,7,subj-ext,7,的,NA,438,de,subject relative
4,5,subj-ext,7,的,NA,325,de,subject relative
4,13,subj-ext,7,的,NA,301,de,subject relative
4,14,obj-ext,7,的,NA,462,de,object relative
4,15,subj-ext,7,的,NA,261,de,subject relative
40,4,obj-ext,7,的,NA,422,de,object relative
40,1,subj-ext,7,的,NA,422,de,subject relative
40,3,subj-ext,7,的,NA,438,de,subject relative
40,15,subj-ext,7,的,NA,430,de,subject relative
40,9,subj-ext,7,的,NA,422,de,subject relative
40,16,obj-ext,7,的,NA,326,de,object relative
40,8,obj-ext,7,的,NA,326,de,object relative
40,10,obj-ext,7,的,NA,310,de,object relative
40,2,obj-ext,7,的,NA,510,de,object relative
40,7,subj-ext,7,的,NA,486,de,subject relative
40,5,subj-ext,7,的,NA,742,de,subject relative
40,13,subj-ext,7,的,NA,406,de,subject relative
40,6,obj-ext,7,的,NA,622,de,object relative
40,14,obj-ext,7,的,NA,325,de,object relative
40,11,subj-ext,7,的,NA,318,de,subject relative
5,11,obj-ext,7,的,NA,403,de,object relative
5,16,subj-ext,7,的,NA,373,de,subject relative
5,4,subj-ext,7,的,NA,328,de,subject relative
5,1,obj-ext,7,的,NA,499,de,object relative
5,5,obj-ext,7,的,NA,439,de,object relative
5,14,subj-ext,7,的,NA,281,de,subject relative
5,15,obj-ext,7,的,NA,309,de,object relative
5,13,obj-ext,7,的,NA,697,de,object relative
5,8,subj-ext,7,的,NA,305,de,subject relative
